HasCarLoan,LastCallDurationSecs,HasHHInsurance,LastContactMonth,PrevCampaignOutcome,EducationLevel,Age,LastContactDayOfMonth,NumAttemptsPrevCampaign,NumContactsCurrentCampaign,Balance,MaritalStatus,Job,CommunicationType,LastCallHourOfDay,HasCreditDefault,DaysPassed,CarInsurance
no,217,yes,may,,secondary,24,15,0,1,-94,married,admin.,cellular,12,no,-1,0
no,152,yes,may,,tertiary,30,23,0,1,136,single,management,,10,no,-1,0
no,849,no,oct,success,tertiary,54,2,1,2,8295,married,management,cellular,17,no,119,1
no,213,yes,aug,,tertiary,30,11,0,4,699,single,technician,cellular,15,no,-1,0
no,430,yes,may,,secondary,48,11,0,3,0,married,entrepreneur,cellular,12,no,-1,0
no,158,yes,may,success,secondary,32,6,1,1,6402,single,technician,cellular,16,no,167,0
no,568,yes,may,,tertiary,38,13,0,4,119,married,management,,15,no,-1,1
no,90,yes,may,,secondary,34,6,0,1,67,divorced,admin.,,16,no,-1,0
no,270,no,jun,,,21,14,0,1,53,single,student,cellular,9,no,-1,1
no,293,no,aug,,tertiary,30,13,0,3,631,married,admin.,cellular,16,no,-1,0
no,82,no,feb,,secondary,27,2,0,3,90,single,technician,cellular,13,no,-1,0
no,84,no,sep,,tertiary,45,10,0,3,786,married,management,cellular,16,no,-1,1
yes,102,no,jul,,secondary,38,18,0,2,-61,single,admin.,cellular,10,yes,-1,0
no,371,yes,feb,,secondary,44,2,0,1,-1317,married,technician,cellular,15,no,-1,0
no,41,yes,jul,,secondary,33,30,0,5,0,married,admin.,cellular,15,no,-1,0
yes,732,yes,may,failure,secondary,33,18,5,2,139,married,blue-collar,cellular,9,no,291,1
no,94,yes,feb,failure,tertiary,54,13,1,9,2960,married,management,cellular,14,no,85,0
no,1123,no,jun,,tertiary,37,5,0,1,240,single,management,,10,no,-1,1
no,202,no,aug,,secondary,35,12,0,1,3636,single,admin.,cellular,10,no,-1,0
yes,20,yes,may,,,38,8,0,2,90,married,technician,,12,no,-1,0
no,149,no,oct,,tertiary,36,27,0,1,129,single,student,cellular,12,no,-1,1
no,127,no,apr,,secondary,42,16,0,1,214,divorced,technician,cellular,10,no,-1,1
no,311,yes,may,failure,secondary,56,15,2,1,-40,single,services,cellular,12,no,368,1
yes,166,no,jul,,primary,40,8,0,1,-45,married,services,cellular,17,no,-1,0
no,490,no,sep,,primary,63,1,0,1,2287,married,entrepreneur,telephone,16,no,-1,0
yes,564,no,jul,,secondary,51,21,0,5,-14,married,retired,cellular,13,no,-1,0
no,451,yes,may,,secondary,32,8,0,3,356,married,blue-collar,cellular,12,no,-1,0
no,135,no,nov,other,primary,81,13,2,1,5220,married,retired,telephone,12,no,94,1
no,45,yes,feb,,secondary,48,3,0,1,1266,divorced,unemployed,telephone,16,no,-1,0
no,47,yes,may,,primary,47,7,0,1,192,married,admin.,,9,no,-1,0
no,297,yes,nov,,secondary,44,21,0,1,16178,married,blue-collar,cellular,13,no,-1,0
no,66,no,jun,,secondary,27,16,0,1,3629,single,admin.,cellular,15,no,-1,0
yes,53,no,jun,,secondary,34,25,0,1,1,married,technician,,17,no,-1,0
no,156,no,jun,,tertiary,44,11,0,2,1454,married,technician,,15,no,-1,0
no,135,no,dec,failure,primary,57,9,2,3,698,divorced,retired,telephone,17,no,191,0
yes,240,yes,may,,secondary,39,21,0,3,0,married,services,,13,no,-1,0
no,222,no,jun,,secondary,52,5,0,1,531,married,admin.,,15,no,-1,0
no,742,yes,may,,tertiary,43,20,0,2,1825,married,management,,10,no,-1,0
no,1341,yes,nov,failure,secondary,31,20,7,3,314,married,unemployed,cellular,14,no,178,1
no,832,yes,may,failure,secondary,25,15,3,1,507,single,admin.,cellular,11,no,367,1
no,173,yes,may,,primary,39,21,0,3,568,married,blue-collar,,17,no,-1,0
yes,80,yes,jul,,tertiary,36,10,0,1,789,married,management,cellular,10,no,-1,0
no,641,no,jul,,secondary,34,18,0,1,-251,divorced,admin.,cellular,17,no,-1,1
no,60,no,jun,,secondary,47,17,0,3,726,married,admin.,,12,no,-1,0
yes,104,no,nov,,primary,54,20,0,3,3859,married,management,cellular,10,no,-1,0
no,107,no,sep,success,primary,57,15,2,2,3109,married,blue-collar,cellular,16,no,105,1
no,38,no,may,,tertiary,31,20,0,1,827,married,management,,15,no,-1,0
no,86,yes,apr,,tertiary,34,6,0,1,7263,single,management,telephone,16,no,-1,0
no,66,no,jul,,secondary,48,31,0,2,1397,married,housemaid,cellular,12,no,-1,0
no,475,no,nov,,tertiary,32,18,0,1,3442,married,management,cellular,11,no,-1,0
no,316,no,may,,secondary,38,13,0,1,1137,single,blue-collar,cellular,9,no,-1,0
no,701,yes,feb,,secondary,28,9,0,4,5679,single,self-employed,cellular,13,no,-1,1
no,40,yes,apr,,primary,32,17,0,1,2114,married,blue-collar,telephone,11,no,-1,0
no,391,yes,may,,secondary,27,18,0,1,-195,single,services,cellular,10,no,-1,1
no,590,yes,may,,secondary,39,13,0,1,462,married,blue-collar,cellular,9,no,-1,1
no,314,no,may,,secondary,37,26,0,2,2915,married,services,cellular,9,no,-1,0
no,278,no,mar,,tertiary,32,18,0,2,8866,single,admin.,cellular,9,no,-1,1
no,323,no,apr,,secondary,43,30,0,1,1854,divorced,unemployed,cellular,16,no,-1,1
no,80,yes,jun,,primary,34,2,0,3,147,married,blue-collar,,9,no,-1,0
no,371,no,oct,,primary,65,28,0,1,1004,married,retired,cellular,11,no,-1,1
no,1053,no,jun,,secondary,41,5,0,2,879,married,housemaid,,17,no,-1,1
no,231,yes,jul,,secondary,37,9,0,2,982,married,blue-collar,cellular,13,no,-1,0
no,835,yes,jun,,tertiary,45,19,0,3,377,married,technician,,10,no,-1,1
no,901,yes,apr,,tertiary,36,16,0,2,4596,married,technician,cellular,12,no,-1,1
yes,1975,yes,may,,primary,39,13,0,5,0,single,blue-collar,cellular,11,no,-1,1
yes,246,no,jul,,tertiary,56,9,0,3,318,married,management,telephone,9,no,-1,0
no,134,yes,may,,secondary,33,20,0,3,0,single,services,,17,no,-1,0
no,554,no,jan,,,28,28,0,2,78,single,student,cellular,15,no,-1,0
yes,535,no,jul,,tertiary,27,7,0,1,338,single,management,cellular,14,no,-1,0
no,1471,no,aug,,primary,51,6,0,7,7098,married,blue-collar,cellular,13,no,-1,1
no,117,no,nov,,tertiary,31,19,0,1,2004,single,admin.,cellular,15,no,-1,0
no,368,yes,mar,,tertiary,49,2,0,1,228,single,admin.,cellular,14,no,-1,1
no,187,no,jan,,secondary,27,8,0,1,843,single,management,cellular,17,no,-1,1
no,41,no,feb,,secondary,58,2,0,1,195,married,retired,cellular,14,no,-1,0
no,341,yes,may,,secondary,29,26,0,2,494,married,admin.,,14,no,-1,0
no,145,no,aug,,secondary,45,19,0,10,0,married,admin.,cellular,16,no,-1,0
yes,231,no,aug,,secondary,32,7,0,2,150,married,technician,cellular,12,no,-1,0
no,700,no,jun,,tertiary,58,9,0,1,1382,divorced,self-employed,,10,no,-1,1
yes,302,no,jul,,secondary,48,8,0,3,-509,married,admin.,cellular,11,no,-1,0
no,149,no,nov,,tertiary,37,3,0,1,238,married,management,cellular,16,no,-1,1
no,250,no,jul,failure,secondary,42,15,2,4,1289,married,unemployed,cellular,13,no,415,1
no,75,yes,may,,secondary,41,15,0,8,59,married,blue-collar,,14,no,-1,0
yes,40,yes,may,,secondary,52,23,0,7,3622,married,blue-collar,,9,no,-1,0
no,18,yes,feb,,secondary,36,6,0,6,439,married,unemployed,telephone,9,no,-1,0
no,240,no,jun,,,27,11,0,9,555,single,technician,,16,no,-1,0
no,244,yes,nov,,secondary,36,18,0,2,-38,divorced,self-employed,cellular,11,no,-1,0
yes,371,no,jul,,secondary,48,23,0,1,480,married,technician,cellular,9,no,-1,0
no,66,no,jul,,secondary,59,7,0,1,23,divorced,retired,cellular,15,no,-1,0
no,1120,yes,jul,,tertiary,60,11,0,2,2222,married,management,cellular,13,no,-1,1
no,98,no,jan,failure,tertiary,27,26,1,1,689,single,admin.,cellular,13,no,307,0
no,443,no,feb,,tertiary,32,3,0,2,520,single,management,cellular,17,no,-1,1
no,82,yes,jan,,secondary,42,30,0,2,0,married,blue-collar,cellular,12,no,-1,0
no,181,yes,jan,success,,61,27,1,1,4629,married,admin.,cellular,9,no,92,1
no,503,no,aug,,tertiary,58,14,0,2,361,married,management,cellular,9,no,-1,0
no,192,no,oct,success,tertiary,61,21,1,3,267,married,management,cellular,9,no,184,1
no,122,yes,may,failure,secondary,44,7,1,1,78,married,technician,cellular,14,no,357,0
no,49,yes,jul,,tertiary,44,31,0,5,0,married,management,cellular,10,no,-1,0
no,434,no,sep,other,tertiary,35,4,1,2,80,single,management,cellular,12,no,94,1
no,521,no,feb,,tertiary,58,2,0,1,5701,divorced,management,cellular,15,no,-1,1
yes,19,yes,nov,other,secondary,56,21,3,2,1521,married,blue-collar,cellular,17,no,179,0
no,245,yes,nov,,secondary,33,18,0,1,1330,married,services,cellular,9,no,-1,0
no,481,yes,may,,primary,39,7,0,1,867,married,blue-collar,,13,no,-1,0
no,782,no,jul,,secondary,43,30,0,8,378,married,admin.,cellular,10,no,-1,1
no,350,no,jun,,tertiary,34,2,0,1,611,married,management,cellular,16,no,-1,1
no,146,no,may,,tertiary,46,27,0,1,2199,married,management,telephone,9,no,-1,0
yes,124,no,feb,failure,primary,56,3,4,4,284,married,blue-collar,telephone,12,no,204,0
no,265,yes,nov,,tertiary,35,19,0,2,3889,married,management,cellular,10,no,-1,0
no,157,no,jun,,tertiary,59,25,0,1,-91,married,technician,,14,no,-1,0
no,67,yes,nov,,secondary,38,19,0,1,2600,single,admin.,cellular,9,no,-1,0
no,433,no,aug,,secondary,60,14,0,5,5,married,housemaid,cellular,13,no,-1,0
no,106,yes,may,,primary,22,28,0,3,35,single,services,,12,no,-1,0
no,106,no,may,,secondary,20,25,0,2,162,single,student,cellular,14,no,-1,0
no,239,yes,sep,success,tertiary,37,22,2,1,1000,single,admin.,cellular,12,no,99,1
no,124,yes,apr,,secondary,37,20,0,1,903,married,blue-collar,cellular,15,no,-1,0
yes,102,yes,may,failure,secondary,57,18,5,2,1521,married,blue-collar,cellular,12,no,178,0
no,279,no,dec,other,secondary,29,15,19,3,459,single,student,cellular,14,no,189,1
no,315,no,jun,,secondary,58,17,0,2,372,married,self-employed,,10,no,-1,0
no,24,yes,jun,,secondary,37,2,0,1,489,married,blue-collar,,12,no,-1,0
no,337,no,feb,success,secondary,30,15,2,1,2424,single,unemployed,cellular,11,no,95,1
no,28,no,sep,,secondary,62,1,0,2,816,married,retired,cellular,16,no,-1,0
no,162,no,jun,,,37,16,0,2,189,married,technician,cellular,12,no,-1,1
no,104,no,apr,,primary,21,8,0,5,423,single,student,cellular,16,no,-1,1
no,324,no,aug,failure,tertiary,36,31,2,1,5367,married,management,cellular,11,no,455,0
no,178,yes,may,,primary,57,15,0,1,3123,married,retired,,9,no,-1,0
no,203,yes,aug,,tertiary,32,13,0,6,1047,single,management,cellular,17,no,-1,0
no,546,yes,feb,failure,tertiary,28,4,4,3,0,married,self-employed,cellular,12,no,196,1
no,34,yes,nov,,secondary,45,17,0,1,1171,single,technician,cellular,17,no,-1,0
no,1121,no,jan,failure,tertiary,52,28,3,2,1392,married,management,cellular,12,no,205,0
no,650,yes,jul,,,39,30,0,2,1181,married,blue-collar,cellular,9,no,-1,1
no,133,no,aug,,tertiary,36,26,0,11,23,married,management,cellular,10,no,-1,0
yes,944,no,jan,,secondary,31,28,0,3,1709,single,services,telephone,16,no,-1,1
yes,336,yes,may,,tertiary,42,4,0,9,2,married,management,telephone,14,no,-1,0
no,651,no,aug,,primary,70,11,0,1,1311,divorced,housemaid,cellular,15,no,-1,1
no,1007,no,jul,,primary,52,3,0,6,1524,married,blue-collar,cellular,9,no,-1,1
no,134,yes,aug,,secondary,43,11,0,4,3723,married,technician,cellular,14,no,-1,0
no,268,yes,apr,,secondary,30,30,0,3,4684,single,technician,cellular,13,no,-1,1
no,209,no,nov,failure,tertiary,52,17,2,1,583,married,management,cellular,9,no,91,1
no,241,no,mar,,tertiary,33,8,0,2,224,single,management,cellular,9,no,-1,1
no,48,no,jun,,secondary,41,20,0,1,167,married,blue-collar,,14,no,-1,0
no,228,yes,may,,primary,39,27,0,1,-44,married,housemaid,,14,no,-1,0
no,251,no,oct,success,,32,8,7,2,491,single,technician,cellular,10,no,91,1
yes,115,no,feb,,secondary,46,27,0,1,3434,married,technician,cellular,10,no,-1,1
no,341,no,apr,,tertiary,45,22,0,2,5110,married,technician,cellular,12,no,-1,1
yes,599,yes,may,success,,30,18,4,1,694,single,blue-collar,cellular,14,no,306,0
no,158,yes,may,,tertiary,46,6,0,1,841,married,technician,,13,no,-1,0
no,770,yes,jul,,tertiary,40,17,0,2,-117,married,management,cellular,17,no,-1,0
no,210,no,jul,other,tertiary,35,12,7,3,2427,married,self-employed,cellular,12,no,158,1
no,295,no,mar,success,secondary,53,16,2,1,1796,married,admin.,telephone,14,no,91,1
no,849,yes,may,,tertiary,45,5,0,2,523,married,management,,13,no,-1,0
no,159,no,feb,,tertiary,27,10,0,1,73,married,admin.,cellular,15,no,-1,1
no,356,yes,jan,other,tertiary,28,29,2,1,682,single,student,cellular,12,no,255,0
yes,919,no,jul,,primary,27,9,0,2,9,single,unemployed,cellular,10,no,-1,1
no,51,no,aug,,secondary,48,7,0,3,566,married,technician,cellular,9,no,-1,0
no,38,no,jun,,tertiary,55,5,0,1,0,married,,,14,no,-1,0
yes,391,no,jul,,secondary,41,31,0,1,1822,married,technician,cellular,15,no,-1,0
no,185,no,feb,success,tertiary,37,3,1,1,238,married,management,cellular,17,no,92,1
yes,583,no,jun,,secondary,41,11,0,4,812,single,admin.,,12,no,-1,1
no,791,yes,may,,secondary,56,29,0,2,249,married,blue-collar,,9,no,-1,1
no,448,no,aug,,primary,59,7,0,3,6,married,retired,cellular,17,no,-1,0
no,589,no,jan,,,36,14,0,2,991,married,admin.,cellular,17,no,-1,1
no,42,no,may,,secondary,56,13,0,3,11,married,admin.,,10,no,-1,0
no,254,no,aug,,primary,53,11,0,1,4401,divorced,blue-collar,telephone,14,no,-1,1
no,210,yes,may,failure,secondary,27,15,2,1,484,married,blue-collar,cellular,13,no,361,0
no,220,yes,feb,failure,secondary,47,4,4,1,243,married,blue-collar,cellular,17,no,246,0
no,441,no,aug,,tertiary,67,18,0,1,443,divorced,retired,cellular,17,no,-1,1
no,215,no,jul,,secondary,48,29,0,6,0,married,blue-collar,cellular,10,no,-1,0
no,1622,yes,may,,tertiary,37,19,0,2,122,divorced,management,,12,no,-1,1
no,101,yes,mar,,tertiary,32,11,0,1,-34,single,entrepreneur,cellular,14,no,-1,1
no,208,no,apr,success,secondary,36,30,1,1,96,married,admin.,cellular,14,no,87,1
no,421,no,jun,,tertiary,33,29,0,2,3143,single,management,cellular,16,no,-1,1
no,163,no,jun,,secondary,52,16,0,1,167,married,blue-collar,,17,no,-1,0
no,1052,yes,may,,primary,41,15,0,1,2453,married,blue-collar,,16,no,-1,1
no,375,yes,aug,,primary,53,6,0,2,1138,married,blue-collar,cellular,16,no,-1,0
no,471,no,aug,,secondary,56,26,0,8,0,divorced,technician,cellular,11,no,-1,0
no,326,yes,may,,secondary,41,8,0,4,549,married,admin.,cellular,17,no,-1,0
no,37,yes,apr,failure,secondary,37,17,2,1,590,married,blue-collar,cellular,15,no,343,0
no,510,yes,apr,,tertiary,35,30,0,2,71,married,management,cellular,14,no,-1,0
yes,300,yes,mar,success,secondary,41,15,2,6,6046,divorced,admin.,telephone,16,no,182,1
no,442,yes,may,,tertiary,38,18,0,1,170,married,entrepreneur,cellular,14,no,-1,1
no,528,no,feb,,tertiary,30,11,0,3,302,single,unemployed,cellular,9,no,-1,1
no,260,no,feb,,secondary,49,5,0,6,171,married,blue-collar,telephone,16,no,-1,0
no,48,no,may,,secondary,42,5,0,1,50,single,management,,10,no,-1,0
no,84,yes,feb,,secondary,27,3,0,1,924,single,management,cellular,17,no,-1,0
no,705,no,jun,failure,secondary,42,3,1,1,2913,married,blue-collar,cellular,14,no,195,1
no,781,no,jun,,secondary,53,1,0,1,284,married,technician,cellular,16,no,-1,1
no,392,no,jul,,secondary,38,29,0,2,1655,single,technician,cellular,16,no,-1,0
no,239,no,aug,,tertiary,35,22,0,3,94,married,management,cellular,10,no,-1,0
yes,606,no,jul,,secondary,27,8,0,2,167,single,services,cellular,17,no,-1,0
yes,209,yes,may,,secondary,39,6,0,1,285,married,blue-collar,,14,no,-1,0
yes,225,no,nov,failure,tertiary,31,20,1,2,1887,single,technician,cellular,16,no,183,0
no,89,no,jun,,secondary,41,20,0,1,0,married,admin.,,14,no,-1,0
no,138,yes,may,,primary,26,6,0,1,-295,single,blue-collar,cellular,9,no,-1,0
no,456,yes,may,failure,primary,34,12,1,2,1309,married,blue-collar,cellular,10,no,364,0
no,637,no,aug,,tertiary,34,6,0,2,681,single,management,cellular,10,no,-1,1
yes,121,yes,feb,failure,secondary,37,6,2,3,-254,married,technician,cellular,13,no,254,0
no,187,yes,apr,,tertiary,31,13,0,5,999,single,management,cellular,17,no,-1,0
no,128,no,jul,,primary,30,10,0,6,-336,married,blue-collar,cellular,13,no,-1,0
no,62,no,aug,,secondary,48,13,0,2,893,married,blue-collar,cellular,10,no,-1,0
no,491,yes,jul,,primary,49,7,0,3,-157,married,blue-collar,cellular,16,no,-1,1
no,296,yes,may,,secondary,43,18,0,1,95,married,blue-collar,cellular,16,no,-1,0
no,21,yes,may,,secondary,30,18,0,2,327,single,blue-collar,telephone,9,no,-1,0
no,206,yes,may,,secondary,36,16,0,2,246,divorced,admin.,,14,no,-1,0
no,34,yes,may,,tertiary,55,30,0,2,264,divorced,technician,,16,no,-1,0
no,160,yes,may,,secondary,39,23,0,3,293,married,blue-collar,,14,no,-1,0
no,160,no,jun,,secondary,50,2,0,2,3370,married,technician,cellular,9,no,-1,1
no,169,no,aug,,tertiary,31,14,0,5,414,married,self-employed,cellular,12,no,-1,0
no,357,no,jul,,tertiary,40,25,0,1,205,divorced,management,cellular,12,no,-1,0
no,138,yes,may,,primary,49,16,0,2,327,married,blue-collar,,12,no,-1,0
no,289,no,nov,success,secondary,62,11,3,1,272,married,blue-collar,cellular,11,no,92,1
no,110,yes,jun,,secondary,45,3,0,1,4466,married,technician,,13,no,-1,0
no,485,yes,jun,failure,tertiary,34,17,4,2,3301,married,management,cellular,15,no,227,1
no,526,yes,jun,,tertiary,39,2,0,2,2763,married,management,,11,no,-1,1
no,50,yes,nov,,secondary,47,19,0,1,2524,married,admin.,cellular,15,no,-1,0
no,436,no,aug,,tertiary,35,26,0,2,0,married,management,cellular,15,no,-1,0
yes,85,no,jul,,secondary,46,30,0,2,119,married,retired,cellular,15,no,-1,0
no,260,no,jul,success,tertiary,72,1,1,2,132,married,self-employed,cellular,15,no,65,1
no,662,no,jun,,tertiary,38,3,0,5,980,married,management,,14,no,-1,0
no,207,no,aug,,primary,57,8,0,2,2893,married,services,cellular,15,no,-1,0
no,45,no,aug,,tertiary,35,18,0,6,4564,married,services,cellular,13,no,-1,0
no,151,no,feb,failure,secondary,46,2,2,1,-179,divorced,services,cellular,10,no,214,0
no,399,no,jan,,primary,73,28,0,3,279,married,retired,cellular,16,no,-1,1
yes,539,yes,feb,failure,secondary,43,4,5,8,0,married,technician,cellular,17,no,204,0
no,456,no,nov,,primary,71,17,0,2,1729,divorced,retired,cellular,17,no,-1,1
no,1058,yes,jul,,secondary,58,29,0,2,1080,divorced,retired,cellular,17,no,-1,1
no,738,yes,apr,,secondary,35,17,0,2,913,married,blue-collar,cellular,17,no,-1,0
no,121,no,jul,,tertiary,32,14,0,3,210,married,management,cellular,17,no,-1,0
yes,372,no,jul,,primary,37,2,0,1,0,single,services,,17,no,-1,0
no,810,yes,feb,failure,secondary,26,5,1,1,101,single,entrepreneur,cellular,15,no,268,1
no,236,yes,apr,,secondary,30,30,0,1,1660,married,technician,cellular,14,no,-1,0
no,652,yes,may,,secondary,33,30,0,2,-147,single,blue-collar,,16,no,-1,0
no,74,yes,may,,primary,50,7,0,1,149,divorced,blue-collar,,11,no,-1,0
yes,157,yes,may,,secondary,59,15,0,5,671,single,management,,12,no,-1,0
yes,62,yes,may,,secondary,35,14,0,2,18,married,technician,cellular,12,no,-1,0
yes,211,no,aug,,secondary,49,5,0,1,1718,divorced,admin.,cellular,11,no,-1,1
no,406,no,feb,success,secondary,48,10,2,2,201,divorced,unemployed,cellular,16,no,92,1
no,205,no,aug,,tertiary,39,26,0,7,1092,single,management,cellular,12,no,-1,0
no,137,no,oct,,secondary,22,27,0,1,23,single,student,cellular,10,no,-1,1
yes,676,yes,may,,tertiary,32,15,0,3,435,single,management,cellular,13,no,-1,0
no,868,yes,may,,,55,30,0,1,1210,married,services,,17,no,-1,0
no,241,no,nov,,secondary,54,12,0,1,1213,single,housemaid,cellular,17,no,-1,1
no,1222,yes,jul,,primary,56,16,0,1,0,married,blue-collar,cellular,17,no,-1,1
no,68,yes,may,,secondary,31,14,0,2,150,married,blue-collar,telephone,16,no,-1,0
yes,418,no,nov,,primary,32,19,0,1,-56,single,services,cellular,15,no,-1,0
no,145,yes,may,,secondary,47,27,0,5,-245,married,admin.,,11,no,-1,0
no,75,yes,may,,tertiary,36,14,0,3,2178,married,management,cellular,16,no,-1,0
no,361,no,mar,failure,secondary,42,30,2,2,2152,married,technician,cellular,11,no,181,0
no,213,no,may,,tertiary,34,25,0,4,5086,single,management,cellular,13,no,-1,1
no,282,yes,apr,,secondary,46,15,0,2,2149,married,technician,cellular,12,no,-1,1
yes,638,yes,may,,secondary,28,18,0,2,-522,married,self-employed,cellular,9,no,-1,1
no,79,no,nov,failure,secondary,45,21,2,1,1738,divorced,technician,cellular,10,no,106,0
no,416,yes,feb,,secondary,28,18,0,2,154,single,technician,cellular,11,no,-1,1
no,22,yes,sep,success,secondary,41,18,2,1,595,single,student,,14,no,107,0
no,244,yes,may,,secondary,33,7,0,2,543,married,admin.,cellular,12,no,-1,0
no,462,yes,may,,,31,7,0,1,461,single,blue-collar,cellular,11,no,-1,0
no,103,yes,may,,primary,53,26,0,2,655,married,blue-collar,cellular,12,no,-1,0
no,167,no,aug,,tertiary,33,8,0,2,2604,married,management,cellular,14,no,-1,0
no,168,no,jun,,secondary,43,5,0,2,848,single,services,,13,no,-1,0
no,206,no,feb,,tertiary,29,4,0,1,697,single,management,cellular,15,no,-1,1
no,185,yes,jul,,tertiary,51,23,0,1,1463,married,admin.,telephone,10,no,-1,0
no,119,yes,apr,,tertiary,35,14,0,2,5271,married,blue-collar,cellular,17,no,-1,0
no,387,yes,jul,,tertiary,34,22,0,4,228,single,technician,cellular,9,no,-1,0
no,1363,yes,may,,tertiary,38,29,0,2,4692,divorced,management,,16,no,-1,1
yes,155,yes,aug,,primary,52,18,0,4,9804,married,blue-collar,cellular,15,no,-1,0
yes,1080,no,aug,,tertiary,34,11,0,3,828,married,management,cellular,12,no,-1,1
no,134,no,nov,success,tertiary,55,17,1,2,0,divorced,technician,cellular,9,no,91,1
no,68,yes,jun,,tertiary,54,3,0,1,0,single,management,,16,no,-1,0
no,720,no,aug,,tertiary,35,6,0,2,146,divorced,management,cellular,13,no,-1,1
no,485,yes,jul,,tertiary,36,22,0,1,322,married,management,cellular,11,no,-1,0
no,21,yes,jun,,tertiary,52,5,0,17,1623,single,self-employed,,17,no,-1,0
no,265,yes,may,,secondary,31,19,0,1,41,married,blue-collar,,10,no,-1,0
